Search Term,Title,Source,Publication Date,Link,Utilité,Publication,Année,name,lire en ligne,périodique,date
Cabinet Technologia,"La Poste, un nouveau France Télécom ? - Europe 1",Europe 1,"Tue, 13 Mar 2012 07:00:00 GMT",https://news.google.com/rss/articles/CBMifEFVX3lxTE9FdmpKdWdzTGZMWVY5dTYyUGpHMjJ3eTdDTzZxLVVYLXE2VlFyMmVhaThHbUFRb08xZVU5ZGY3Z0VwRkY2WlVWSlJ3NnJRUHpSaU41VHJWSjdBZXpSSExUcWxyXzdhTUZSak1tazIxY01QbkQ3ajc2RFM2bWjSAYIBQVVfeXFMT2V2dXozcEVxX3ZTQ0dXR3lRTHI4Z1dEaGY5YXB3WFVCOF9KNUUzd1VnejIzY2xZQ0hSVnRNWWE1OFZNdHZoN3psUkN4NW5xVGdJSERCaG9CMkFSNlVwcHdZNFBTSDYzc1k4OTZpQWRTNzhIQ3JyTzRuY1paOFBBaDZadw?oc=5,,Europe 1,2012,,https://news.google.com/rss/articles/CBMifEFVX3lxTE9FdmpKdWdzTGZMWVY5dTYyUGpHMjJ3eTdDTzZxLVVYLXE2VlFyMmVhaThHbUFRb08xZVU5ZGY3Z0VwRkY2WlVWSlJ3NnJRUHpSaU41VHJWSjdBZXpSSExUcWxyXzdhTUZSak1tazIxY01QbkQ3ajc2RFM2bWjSAYIBQVVfeXFMT2V2dXozcEVxX3ZTQ0dXR3lRTHI4Z1dEaGY5YXB3WFVCOF9KNUUzd1VnejIzY2xZQ0hSVnRNWWE1OFZNdHZoN3psUkN4NW5xVGdJSERCaG9CMkFSNlVwcHdZNFBTSDYzc1k4OTZpQWRTNzhIQ3JyTzRuY1paOFBBaDZadw?oc=5,Europe 1,2012-03-13
Cabinet Technologia,"«Pas ce soir mon chéri, j’ai travaillé toute la journée» - 24 heures",24 heures,"Fri, 20 Apr 2012 07:00:00 GMT",https://news.google.com/rss/articles/CBMikwFBVV95cUxNbW5ZRU9FOUc0VDhTaEJoeTFjS3k4VGJtQmI0dk9ScWpBaWdneDQ3TXJfekRjY3ZwRkt5cHkxZVpMQ0tIS3FCaVZBTE1rSEVhTW5OZUh6STEtdVNyWnRBbUsydXQwcXhEM3l2ODNIeVEzUU5aYlpwN3F5Um5nRF8waTZEeHhGQlRBR2tMZnF6Z21QLWc?oc=5,,24 heures,2012,,https://news.google.com/rss/articles/CBMikwFBVV95cUxNbW5ZRU9FOUc0VDhTaEJoeTFjS3k4VGJtQmI0dk9ScWpBaWdneDQ3TXJfekRjY3ZwRkt5cHkxZVpMQ0tIS3FCaVZBTE1rSEVhTW5OZUh6STEtdVNyWnRBbUsydXQwcXhEM3l2ODNIeVEzUU5aYlpwN3F5Um5nRF8waTZEeHhGQlRBR2tMZnF6Z21QLWc?oc=5,24 heures,2012-04-20
Cabinet Technologia,"Le lean management, un danger pour les salariés ? - Les Échos",Les Échos,"Fri, 05 Apr 2013 07:00:00 GMT",https://news.google.com/rss/articles/CBMiswFBVV95cUxNWDR1YW56ekVuNmhrcEl1ZDV6MDJxd3VkWGdCY2pHTG93Z2xWNVhoZUFfeXpMQlRGUlY1MUs1V3dYWDVudTREZnRIMmNOaEpCSmlpMlo2MWFwLXRuTkhqbWt3UUxJUUtHUEZ5TktKNjV3a2MxNWx2OTFOb1JiaTFyV0pWSmN0WUotS0ZTOC1sSXduSlRlSVBXTkp6YTUycWROdWlwMnhNc0FJeWNQZzUtTnowVQ?oc=5,,Les Échos,2013,,https://news.google.com/rss/articles/CBMiswFBVV95cUxNWDR1YW56ekVuNmhrcEl1ZDV6MDJxd3VkWGdCY2pHTG93Z2xWNVhoZUFfeXpMQlRGUlY1MUs1V3dYWDVudTREZnRIMmNOaEpCSmlpMlo2MWFwLXRuTkhqbWt3UUxJUUtHUEZ5TktKNjV3a2MxNWx2OTFOb1JiaTFyV0pWSmN0WUotS0ZTOC1sSXduSlRlSVBXTkp6YTUycWROdWlwMnhNc0FJeWNQZzUtTnowVQ?oc=5,Les Échos,2013-04-05
Cabinet Technologia,Mondi Lembacel voit flou - Sud Ouest,Sud Ouest,"Sat, 12 Jan 2013 08:00:00 GMT",https://news.google.com/rss/articles/CBMigwFBVV95cUxNd2F1c3Q4RVhzbG1uMWRFSjhlUG5zbXFtMG1TVkl0MDU5YzkwOTBDaW5iRVhQM0VNTDZOTmZQUHZDWTVIN18wNTFKd0VkRm1QMzVXSEZVbWNxTjEwbXludy1NVlkzYml0OTRxYTM5bWgxSkotczMtSEYtbjVfeS15VHliZw?oc=5,,Sud Ouest,2013,,https://news.google.com/rss/articles/CBMigwFBVV95cUxNd2F1c3Q4RVhzbG1uMWRFSjhlUG5zbXFtMG1TVkl0MDU5YzkwOTBDaW5iRVhQM0VNTDZOTmZQUHZDWTVIN18wNTFKd0VkRm1QMzVXSEZVbWNxTjEwbXludy1NVlkzYml0OTRxYTM5bWgxSkotczMtSEYtbjVfeS15VHliZw?oc=5,Sud Ouest,2013-01-12
Cabinet Technologia,"Chrono Flex, la PME qui a tué l'organigramme - Capital.fr",Capital.fr,"Wed, 30 Jan 2013 08:00:00 GMT",https://news.google.com/rss/articles/CBMimAFBVV95cUxOMVBIS2M5WmJmYjVSRE1vcGp4WE80TmRDUEtIN3VEdFpOWWtBQzhZZUtxUVVHOG15aXlRTFF2TTNDWjhfSUpNQkV6QkpvSnR4ZWVsdWZyMlhBQ2dXTGM1VmU5RUdtMDcwdzY2c3lyaEh2TU9VQ1hBaVcxV1BjSVZsa0xlUFJuSE5HNWpJZjVuUVVPeWxySC1VRA?oc=5,,Capital.fr,2013,,https://news.google.com/rss/articles/CBMimAFBVV95cUxOMVBIS2M5WmJmYjVSRE1vcGp4WE80TmRDUEtIN3VEdFpOWWtBQzhZZUtxUVVHOG15aXlRTFF2TTNDWjhfSUpNQkV6QkpvSnR4ZWVsdWZyMlhBQ2dXTGM1VmU5RUdtMDcwdzY2c3lyaEh2TU9VQ1hBaVcxV1BjSVZsa0xlUFJuSE5HNWpJZjVuUVVPeWxySC1VRA?oc=5,Capital.fr,2013-01-30
Cabinet Technologia,Dossier de l’amiante : d’anciens salariés réclament la faute inexcusable de Gascogne Paper - Sud Ouest,Sud Ouest,"Tue, 09 Apr 2013 07:00:00 GMT",https://news.google.com/rss/articles/CBMi1gFBVV95cUxQVGk0cldmTEs4N3ZISTVWNFlnWWNYbFVmTU1RNmR3OWl1cjNuTnYwTEVqTl9kakxkSFk2OUw5c3llS2dDZU45V1dHcThzY1RpeURQb3RtR2FwUllxaS1iaTE3YTB4eU9HWmI2LTF4NHlseUVBOUYtYlNxci1vTHBVMXVqS3RoTWV3aS0wN0c4YWhhWkpHajlMUXB1YzR4MUhNdUlYWTZfUndOdHAzNy11UE5wc3FkVDlQYmhKbFhaRE1JMGVpM1p3M3cxMmZVWmVEakNkNUpn?oc=5,,Sud Ouest,2013,,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQVGk0cldmTEs4N3ZISTVWNFlnWWNYbFVmTU1RNmR3OWl1cjNuTnYwTEVqTl9kakxkSFk2OUw5c3llS2dDZU45V1dHcThzY1RpeURQb3RtR2FwUllxaS1iaTE3YTB4eU9HWmI2LTF4NHlseUVBOUYtYlNxci1vTHBVMXVqS3RoTWV3aS0wN0c4YWhhWkpHajlMUXB1YzR4MUhNdUlYWTZfUndOdHAzNy11UE5wc3FkVDlQYmhKbFhaRE1JMGVpM1p3M3cxMmZVWmVEakNkNUpn?oc=5,Sud Ouest,2013-04-09
Cabinet Technologia,"Plus de 3 millions d'actifs présentent un risque élevé de ""burn-out"" - Les Échos",Les Échos,"Wed, 22 Jan 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMipwFBVV95cUxQQ3hsNUJ4ZnNNMTFXbld6MDVGNXI0b3hHelJORUpoY21wNWtaZFVmM1laZF9lR1I0V1Izcm5OLXFzRm1JSTZWRi14VTc5YTlwUGNmNFEtcVVEUk1nQko2YnEtTTRfa2xsaUMwZFhjVjhjZ01tWnhjcDlqUTdlUFRiT3JMN0JNWTMyM2lRSXh3WlE5U19XbGdHQURKd21HVjRWdzJMRlpqbw?oc=5,,Les Échos,2014,,https://news.google.com/rss/articles/CBMipwFBVV95cUxQQ3hsNUJ4ZnNNMTFXbld6MDVGNXI0b3hHelJORUpoY21wNWtaZFVmM1laZF9lR1I0V1Izcm5OLXFzRm1JSTZWRi14VTc5YTlwUGNmNFEtcVVEUk1nQko2YnEtTTRfa2xsaUMwZFhjVjhjZ01tWnhjcDlqUTdlUFRiT3JMN0JNWTMyM2lRSXh3WlE5U19XbGdHQURKd21HVjRWdzJMRlpqbw?oc=5,Les Échos,2014-01-22
Cabinet Technologia,INFOGRAPHIE. Quel est le profil des personnes exposées au burn out ? - franceinfo,franceinfo,"Mon, 28 Apr 2014 07:00:00 GMT",https://news.google.com/rss/articles/CBMi2gFBVV95cUxOYi1zLXd6TlFkdktpR3JhQlRDS0lUc3BPWEp4VkhDNDNQdlJjWmVVQVdmOTZaeGU4Q19wb2kzbmVkTlRKb3Q5M3hjVW1EUXpaVG9MWDVtTU9Ob29hMEhkTl9tZkpUY1lmVEhDWXI2UUlCb2J4bk5XM2xLY3ExcExnRUNKM2dNWHlpRi1ycktmS3RmV0UxQ0lhSWo5bFliTkFwNmNIdDVFcjF5RE1UaXNaV0wwR29uVHpLTTNjVXBpaWpkVm5SSzlsUkRxSXlxSERnQVk4ck82cHh4Zw?oc=5,,franceinfo,2014,,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOYi1zLXd6TlFkdktpR3JhQlRDS0lUc3BPWEp4VkhDNDNQdlJjWmVVQVdmOTZaeGU4Q19wb2kzbmVkTlRKb3Q5M3hjVW1EUXpaVG9MWDVtTU9Ob29hMEhkTl9tZkpUY1lmVEhDWXI2UUlCb2J4bk5XM2xLY3ExcExnRUNKM2dNWHlpRi1ycktmS3RmV0UxQ0lhSWo5bFliTkFwNmNIdDVFcjF5RE1UaXNaV0wwR29uVHpLTTNjVXBpaWpkVm5SSzlsUkRxSXlxSERnQVk4ck82cHh4Zw?oc=5,franceinfo,2014-04-28
Cabinet Technologia,"Entretien : Jean-Claude Delgènes, directeur général Technologia - Transport Info",Transport Info,"Fri, 12 Sep 2014 07:00:00 GMT",https://news.google.com/rss/articles/CBMilAFBVV95cUxOX1laZW9VOXRXTzlPSlpOMzRic0I4MFRBZGw5RHRjQ0RDQU0yV0hmVkVubmtWM2Y3OUpaMEFuMklHX0g0ZXQzWjVnZzY5SDh4cDF0NGJuQ2VnTWJIWVY1TTVENnhhbGhESzh3eGJzS21wZlFHcURROWRrOXFxSXdjRzhJWTZkT0o2RFJ5TkNIZEg0WW1N?oc=5,,Transport Info,2014,,https://news.google.com/rss/articles/CBMilAFBVV95cUxOX1laZW9VOXRXTzlPSlpOMzRic0I4MFRBZGw5RHRjQ0RDQU0yV0hmVkVubmtWM2Y3OUpaMEFuMklHX0g0ZXQzWjVnZzY5SDh4cDF0NGJuQ2VnTWJIWVY1TTVENnhhbGhESzh3eGJzS21wZlFHcURROWRrOXFxSXdjRzhJWTZkT0o2RFJ5TkNIZEg0WW1N?oc=5,Transport Info,2014-09-12
Cabinet Technologia,Le burn-out guette 13% des Français - Europe 1,Europe 1,"Thu, 23 Jan 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiekFVX3lxTE1NZnFGcmgwd2V2TnVLQ2p3RWY3ai1yTWRuRjk2SENLN0IzTURjYm5CLUpobFhzVU1MV1dodDRnb1J4ZktWYjEzMXR6TjZRdURhOG9OWWtEVGhnbG53RGRZcFpwd1JZZldpT19UN2ZQdnhrX3diUVpNYV9R0gF_QVVfeXFMTkY4dnJReU1zWHJlMEx3MkVoMDdxLUZRWDVjdVZBTnF0WmNfMUFZcDNDWV9XTlpMWnFaWkxGWVRtQzdGYV9xNDNHYnlicWRoZXZ0WjdEaXhtNUpTTllXMVRTMVZ6V2lJRFRfZkdvbEgwYlJRdUZDVXlDd2JqemRqMA?oc=5,,Europe 1,2014,,https://news.google.com/rss/articles/CBMiekFVX3lxTE1NZnFGcmgwd2V2TnVLQ2p3RWY3ai1yTWRuRjk2SENLN0IzTURjYm5CLUpobFhzVU1MV1dodDRnb1J4ZktWYjEzMXR6TjZRdURhOG9OWWtEVGhnbG53RGRZcFpwd1JZZldpT19UN2ZQdnhrX3diUVpNYV9R0gF_QVVfeXFMTkY4dnJReU1zWHJlMEx3MkVoMDdxLUZRWDVjdVZBTnF0WmNfMUFZcDNDWV9XTlpMWnFaWkxGWVRtQzdGYV9xNDNHYnlicWRoZXZ0WjdEaXhtNUpTTllXMVRTMVZ6V2lJRFRfZkdvbEgwYlJRdUZDVXlDd2JqemRqMA?oc=5,Europe 1,2014-01-23
Cabinet Technologia,Plus de 3 millions d’actifs proches du burnout - HelloWorkplace,HelloWorkplace,"Thu, 23 Jan 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5JWGc1NTRwZUxPZ3lJV0R1dUM1NE80eHAyQ2E3anF3WUhFNlFmenlHOXBHRnJjQmVjTWFqeHVJM1Ayc0lIRHN5d0xnbVVoMDQ?oc=5,,HelloWorkplace,2014,,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5JWGc1NTRwZUxPZ3lJV0R1dUM1NE80eHAyQ2E3anF3WUhFNlFmenlHOXBHRnJjQmVjTWFqeHVJM1Ayc0lIRHN5d0xnbVVoMDQ?oc=5,HelloWorkplace,2014-01-23
Cabinet Technologia,"Plus de 3 millions de travailleurs en risque élevé de ""burn-out"" - Challenges",Challenges,"Wed, 22 Jan 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMipgFBVV95cUxON0hpZ3htOVRDT0wwbnU3WjhpdlBFNHh5YTZQUlY2NnhCRDdOUVdiaHhWUDAtcTVNeHhfR2VGODRPSDRLUFppMC1iOGxTcWl2R0o1NEZBRWdEcW5Uak1LQjRXMHlfZk9hNDJuRXoteU9kY2wtamJkOTR3X1JvRFExcFg3YVJMRl83dkE0ci1heThZV1MyU1ZYeFVCN3dIUjVCZkNVWWZB?oc=5,,Challenges,2014,,https://news.google.com/rss/articles/CBMipgFBVV95cUxON0hpZ3htOVRDT0wwbnU3WjhpdlBFNHh5YTZQUlY2NnhCRDdOUVdiaHhWUDAtcTVNeHhfR2VGODRPSDRLUFppMC1iOGxTcWl2R0o1NEZBRWdEcW5Uak1LQjRXMHlfZk9hNDJuRXoteU9kY2wtamJkOTR3X1JvRFExcFg3YVJMRl83dkE0ci1heThZV1MyU1ZYeFVCN3dIUjVCZkNVWWZB?oc=5,Challenges,2014-01-22
Cabinet Technologia,Burn-out : les 7 signes qui doivent vous alerter - marie france,marie france,"Thu, 06 Nov 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMirgFBVV95cUxNMGZyTlRIN0RUY2tkWDdOcGVnQ1c2OXVFLTZHM19TQnhaWU9PaGczQU5ycnFlNHg2N2hwRGlTQlBzMTFWQTlSVWwyd3ZZOS1mNGQxRDN4dkFiSXFtQ1Z4NlhOdkpHTWdRMnNmYmJYWXBWV3RVZXptMXdNdnpEbGxuS21HcGQtb29yYUZLd2k4MURxTEhIMGFjQURvNlpfcjZxZjZzLXU1ZWxXbFRyclE?oc=5,,marie france,2014,,https://news.google.com/rss/articles/CBMirgFBVV95cUxNMGZyTlRIN0RUY2tkWDdOcGVnQ1c2OXVFLTZHM19TQnhaWU9PaGczQU5ycnFlNHg2N2hwRGlTQlBzMTFWQTlSVWwyd3ZZOS1mNGQxRDN4dkFiSXFtQ1Z4NlhOdkpHTWdRMnNmYmJYWXBWV3RVZXptMXdNdnpEbGxuS21HcGQtb29yYUZLd2k4MURxTEhIMGFjQURvNlpfcjZxZjZzLXU1ZWxXbFRyclE?oc=5,marie france,2014-11-06
Cabinet Technologia,Le burnout professionnel concerne 13% des Français - ZINFOS974,ZINFOS974,"Wed, 22 Jan 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiggFBVV95cUxQb09oTXM1ZHRtTVFhWHVHVFlkeHhxclNrVFA2X2xCcjl2b1Ewd3ktMEVNTERYV19ZR3F1RzB3VGV3RUFJUzBXbkNiajJCOFVWZTNXcGtwdWpCVkcyMm9hRU5hV21pNkJiTEw5SXZqSlJsVW04Wnl6cVlycWtQbVJOazZn?oc=5,,ZINFOS974,2014,,https://news.google.com/rss/articles/CBMiggFBVV95cUxQb09oTXM1ZHRtTVFhWHVHVFlkeHhxclNrVFA2X2xCcjl2b1Ewd3ktMEVNTERYV19ZR3F1RzB3VGV3RUFJUzBXbkNiajJCOFVWZTNXcGtwdWpCVkcyMm9hRU5hV21pNkJiTEw5SXZqSlJsVW04Wnl6cVlycWtQbVJOazZn?oc=5,ZINFOS974,2014-01-22
Cabinet Technologia,5 conseils pour éviter le burn-out au travail - Challenges,Challenges,"Fri, 31 Jan 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMilwFBVV95cUxPbHNBeUE0TWpEc296Y05uU3k2bjZBMmNMckpiYnA3TXp4XzFKdmRDdjliQmFENXQ1V01xY0ZkcGlIdjFTVkdmVXhzbWZRdnlET0xNY1gtYWlWQUZ6VHRRYlYwdnctVkR0R3FsT1U2cHljaTVvRmUxOFEwZTV0aEVRSzRFS05yODRFc1poV1JMSHY5cWFfTjE0?oc=5,,Challenges,2014,,https://news.google.com/rss/articles/CBMilwFBVV95cUxPbHNBeUE0TWpEc296Y05uU3k2bjZBMmNMckpiYnA3TXp4XzFKdmRDdjliQmFENXQ1V01xY0ZkcGlIdjFTVkdmVXhzbWZRdnlET0xNY1gtYWlWQUZ6VHRRYlYwdnctVkR0R3FsT1U2cHljaTVvRmUxOFEwZTV0aEVRSzRFS05yODRFc1poV1JMSHY5cWFfTjE0?oc=5,Challenges,2014-01-31
Cabinet Technologia,Burn out : quels sont les métiers à éviter ? - Le Figaro,Le Figaro,"Tue, 19 May 2015 07:00:00 GMT",https://news.google.com/rss/articles/CBMi0wFBVV95cUxQU0NhbE9reGl1ZTFSTTVHeEYxa1NsOUpNeUtmcDA1SWJQUmY3aWxFT3VZcjJ6M09QeHVZdi01cWJIdFZtd0tpV1VKMmtHTHNuZGFEanNpYlhFNUE0V3VVMzBzbzB4cDBzcG1IV01zLXhmWG5Wc0J6ckVnMVlSZERrckRKcGdSUzgtd194MFc4VHYtV3A4ZDZ6OGVtUXNyVjBycmNkVklSQjlWbll6XzVCZk93dnMySm45b2lpcmY4LU1OVGttdnlrWlNITUY1Sll1bWJJ?oc=5,,Le Figaro,2015,,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQU0NhbE9reGl1ZTFSTTVHeEYxa1NsOUpNeUtmcDA1SWJQUmY3aWxFT3VZcjJ6M09QeHVZdi01cWJIdFZtd0tpV1VKMmtHTHNuZGFEanNpYlhFNUE0V3VVMzBzbzB4cDBzcG1IV01zLXhmWG5Wc0J6ckVnMVlSZERrckRKcGdSUzgtd194MFc4VHYtV3A4ZDZ6OGVtUXNyVjBycmNkVklSQjlWbll6XzVCZk93dnMySm45b2lpcmY4LU1OVGttdnlrWlNITUY1Sll1bWJJ?oc=5,Le Figaro,2015-05-19
Cabinet Technologia,"Le burn-out, cette « maladie qui n’existe pas » - Capital.fr",Capital.fr,"Thu, 21 May 2015 07:00:00 GMT",https://news.google.com/rss/articles/CBMikgFBVV95cUxPdlF4QjA2TW4yakxxMHc0bHh4SDBQeDFrWjJBRmtRSDhqaVA4NlFTeHc3azR2U1h0OHVQRklhTml0SVo5X2UwWllfRUZZbE5ZcUJZcnpnZERNa1N3bTZuRENhSk9GNW1hWXYzaE9hMHpDd2lhWlBXdTE3Q1o3UXhBMUh1MlFaQTEwZWEtcjFzbzZQQQ?oc=5,,Capital.fr,2015,,https://news.google.com/rss/articles/CBMikgFBVV95cUxPdlF4QjA2TW4yakxxMHc0bHh4SDBQeDFrWjJBRmtRSDhqaVA4NlFTeHc3azR2U1h0OHVQRklhTml0SVo5X2UwWllfRUZZbE5ZcUJZcnpnZERNa1N3bTZuRENhSk9GNW1hWXYzaE9hMHpDd2lhWlBXdTE3Q1o3UXhBMUh1MlFaQTEwZWEtcjFzbzZQQQ?oc=5,Capital.fr,2015-05-21
Cabinet Technologia,"Le burn-out, dossier brûlant - Les Échos",Les Échos,"Sat, 23 May 2015 07:00:00 GMT",https://news.google.com/rss/articles/CBMidEFVX3lxTE9helpMT3FsSE1NbHFjYXhINUFaTU82TWxjcHVDdGNFaXJPNzRxb1d4WnNaM2N1TkN1dnBUd1JKd19OVDM2bmRSeGlMMThxRmNsRXVfWEdjbXlSQXhfcm9zYnE4VFQ5VkIxRnNNVm11QndpQlpj?oc=5,,Les Échos,2015,,https://news.google.com/rss/articles/CBMidEFVX3lxTE9helpMT3FsSE1NbHFjYXhINUFaTU82TWxjcHVDdGNFaXJPNzRxb1d4WnNaM2N1TkN1dnBUd1JKd19OVDM2bmRSeGlMMThxRmNsRXVfWEdjbXlSQXhfcm9zYnE4VFQ5VkIxRnNNVm11QndpQlpj?oc=5,Les Échos,2015-05-23
Cabinet Technologia,"Directrice de l’hôpital, Carole Festa « ne comprend pas ce blocage » - L'Echo Républicain",L'Echo Républicain,"Fri, 03 Jul 2015 07:00:00 GMT",https://news.google.com/rss/articles/CBMixgFBVV95cUxOZzFBVWtzRGRaTm1xdkFNX1FCTVlNdUgzZlBPbEh5YUZicFhDNFN6UUhoMG51QlFEMXl4SXFyN1ExbEVqRHo1RE0yRmJvUER4NW5zbWUxMFh1OGhZSDduUVgwd0FUTU9COW1LOThBLVhyZS03eHB3bkV1UDZTQmRac2lyYTBRX3ZmeVVMZmgzM3NlNWVxck9DVlptQjQtazcwWGRXel9WQlVUUW9iUFgteXF2empWYlZrMTAyclVQMW1aT09Pbnc?oc=5,,L'Echo Républicain,2015,,https://news.google.com/rss/articles/CBMixgFBVV95cUxOZzFBVWtzRGRaTm1xdkFNX1FCTVlNdUgzZlBPbEh5YUZicFhDNFN6UUhoMG51QlFEMXl4SXFyN1ExbEVqRHo1RE0yRmJvUER4NW5zbWUxMFh1OGhZSDduUVgwd0FUTU9COW1LOThBLVhyZS03eHB3bkV1UDZTQmRac2lyYTBRX3ZmeVVMZmgzM3NlNWVxck9DVlptQjQtazcwWGRXel9WQlVUUW9iUFgteXF2empWYlZrMTAyclVQMW1aT09Pbnc?oc=5,L'Echo Républicain,2015-07-03
Cabinet Technologia,Climat social à France Télévisions : un rapport met en cause le passage à l'entreprise unique - Puremedias - Puremédias,Puremédias,"Mon, 09 Feb 2015 08:00:00 GMT",https://news.google.com/rss/articles/CBMiwgFBVV95cUxQQWc4dHVBUWxLdm91elhYMFY3aTl4Ri1icHZzck9wcGw2aVpIZ0YxQUw2WUU4dWhLOXRGQXpKY3dKSGZibWVPenRkOGJfYm1nYUJ4UkdRU0RmN1NvLWN0cmxYYjdpS2JfY1BxVFJ4UHlMNDRfNl9DX0JOMFV3dXZBYlk2Ti14OGQwOGIyUU9BN05tYUFRaXRfMWV6M0pFbF9seE5vN0x2Tkp4Tzhoczk2VGxBeklseU8takFhLTVJLUJ5dw?oc=5,,Puremédias,2015,,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQQWc4dHVBUWxLdm91elhYMFY3aTl4Ri1icHZzck9wcGw2aVpIZ0YxQUw2WUU4dWhLOXRGQXpKY3dKSGZibWVPenRkOGJfYm1nYUJ4UkdRU0RmN1NvLWN0cmxYYjdpS2JfY1BxVFJ4UHlMNDRfNl9DX0JOMFV3dXZBYlk2Ti14OGQwOGIyUU9BN05tYUFRaXRfMWV6M0pFbF9seE5vN0x2Tkp4Tzhoczk2VGxBeklseU8takFhLTVJLUJ5dw?oc=5,Puremédias,2015-02-09
Cabinet Technologia,L'inquiétante étude sur la profession de journaliste - La Lettre Pro de la Radio,La Lettre Pro de la Radio,"Tue, 20 Oct 2015 07:00:00 GMT",https://news.google.com/rss/articles/CBMikgFBVV95cUxQRmlKZXY5cUJULTk3Y3ZoVmx0ZUtNRW5keTBUaFlnUm05V0RpZ2pCR1NHbEc0endYbVVQVXRtZTJubFRLYXJrUFA5dWJUR0NWaHo4RGtTbHZwbWFjSjQ0NmJkWTg3WmR3czFQckJsU0w3cHdxYkJLUzFxWE5Xc3BxejVTWUlmb0JXbW0ybllGdm1iZw?oc=5,,La Lettre Pro de la Radio,2015,,https://news.google.com/rss/articles/CBMikgFBVV95cUxQRmlKZXY5cUJULTk3Y3ZoVmx0ZUtNRW5keTBUaFlnUm05V0RpZ2pCR1NHbEc0endYbVVQVXRtZTJubFRLYXJrUFA5dWJUR0NWaHo4RGtTbHZwbWFjSjQ0NmJkWTg3WmR3czFQckJsU0w3cHdxYkJLUzFxWE5Xc3BxejVTWUlmb0JXbW0ybllGdm1iZw?oc=5,La Lettre Pro de la Radio,2015-10-20
Cabinet Technologia,Burn-out : quels sont les métiers les plus à risque ? - Top Santé,Top Santé,"Wed, 20 May 2015 07:00:00 GMT",https://news.google.com/rss/articles/CBMiswFBVV95cUxQdmhHNVgtTzk3dmtyUUQ5Ymtzckh5Rmx3S1U3OUo2U2VIR25uR2phMnFmZXo5VXY3RHUtYTVxNlllemFnbllQdHZrcTFiQUp1N3JtTHJhejByY3NETUdmNU9fNjE3c3RwNWpPdVpQeU9wV0l2QjZDUWROVm45VVptTTV3aVQ4OFN1V0kzeE9UTDNzWWdrQmNwYjZyUDlaN29OVVdBbjhlVzItT2h4c2toRGcyYw?oc=5,,Top Santé,2015,,https://news.google.com/rss/articles/CBMiswFBVV95cUxQdmhHNVgtTzk3dmtyUUQ5Ymtzckh5Rmx3S1U3OUo2U2VIR25uR2phMnFmZXo5VXY3RHUtYTVxNlllemFnbllQdHZrcTFiQUp1N3JtTHJhejByY3NETUdmNU9fNjE3c3RwNWpPdVpQeU9wV0l2QjZDUWROVm45VVptTTV3aVQ4OFN1V0kzeE9UTDNzWWdrQmNwYjZyUDlaN29OVVdBbjhlVzItT2h4c2toRGcyYw?oc=5,Top Santé,2015-05-20
Cabinet Technologia,"Le burn-out bientôt reconnu comme ""maladie professionnelle"" ? - Radio 1 Tahiti",Radio 1 Tahiti,"Tue, 26 May 2015 07:00:00 GMT",https://news.google.com/rss/articles/CBMihwFBVV95cUxQbUNzUDEyR0pDNFNpdGRPamhrUkhwclUxcENfZnliSllHSzVXN2NWTUZyMkd6bkI1R0NwbmpZcTNOQXdjYTdKZ3lwY3dLdkpMZy1TSlY2bFh3TlBaOVdBYk9XSVZTeVcybVFlNVR5VFZ6MzNOZUc5M19xX0hxN1Z3MlhGNkRrTXPSAYwBQVVfeXFMTWhReVdxY0xmaUhBMXVqN1RadThGSllsakZRUHBNMXU3SGpFUVR4ZnczU1JMQ1U3aTA2NTZ6T2NFUHBzQWM2TklPTzNBVTlLRmZ4b2dHODBrOUQ5MGx4UzY1bGxJcXU1WENBOFpadmhEcW9yRnVfRkpwYUl6cFhXdV9CR1ozVFRtX09UQXc?oc=5,,Radio 1 Tahiti,2015,,https://news.google.com/rss/articles/CBMihwFBVV95cUxQbUNzUDEyR0pDNFNpdGRPamhrUkhwclUxcENfZnliSllHSzVXN2NWTUZyMkd6bkI1R0NwbmpZcTNOQXdjYTdKZ3lwY3dLdkpMZy1TSlY2bFh3TlBaOVdBYk9XSVZTeVcybVFlNVR5VFZ6MzNOZUc5M19xX0hxN1Z3MlhGNkRrTXPSAYwBQVVfeXFMTWhReVdxY0xmaUhBMXVqN1RadThGSllsakZRUHBNMXU3SGpFUVR4ZnczU1JMQ1U3aTA2NTZ6T2NFUHBzQWM2TklPTzNBVTlLRmZ4b2dHODBrOUQ5MGx4UzY1bGxJcXU1WENBOFpadmhEcW9yRnVfRkpwYUl6cFhXdV9CR1ozVFRtX09UQXc?oc=5,Radio 1 Tahiti,2015-05-26
